,artist,song,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
540,reo speedwagon,can't fight this feeling,spotify:track:5WwqdeavrQrbeAMDxGawse,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,294773,4
541,fergal sharkey,a good heart,spotify:track:4umQbcdBF3YVsNBvvnFLiX,0.653,0.884,10,-10.224,1,0.0444,0.417,0,0.318,0.762,104.647,281800,4
542,bruce springsteen,i'm on fire,spotify:track:3PzsbWSQdLCKDLxn7YZfkM,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,155880,4
543,phil collins,sussudio,spotify:track:4qM461TqtpnP4GLRIXwEnW,0.714,0.935,5,-5.195,1,0.0849,0.0529,0.0934,0.0515,0.725,121.232,263107,4
544,ub40 & chrissie hynde,i got you babe,spotify:track:3nhHMAWnVKVFmBb0J2jiJA,0.793,0.384,5,-14.628,1,0.0828,0.0139,1.88e-06,0.0985,0.961,173.957,176952,4
545,glenn frey,the heat is on,spotify:track:0PXw9NKvolWTo7U9JkNzmc,0.622,0.865,7,-6.369,1,0.0531,0.0167,2.34e-05,0.0692,0.87,149.706,227800,4
546,the eurythmics,there must be an angel (playing with my heart),spotify:track:2PKPMLZJDmw77S8V2kEl6D,0.584,0.778,0,-5.493,1,0.0368,0.283,0,0.0836,0.597,112.109,280973,4
547,bryan adams,summer of '69,spotify:track:0GONea6G2XdnHWjNZd6zt3,0.508,0.834,2,-6.205,1,0.0386,0.0183,0,0.0732,0.774,139.131,216053,4
548,billy ocean,loverboy,spotify:track:1rG2EZw9GJuBPleLhS64sn,0.734,0.71,6,-9.164,0,0.0389,0.0915,2.28e-05,0.0635,0.715,107.901,249360,4
549,modern talking,you're my heart you're my soul,spotify:track:0Zn63G0XTiqXwr1KSmARWz,0.845,0.541,1,-9.029,0,0.0748,0.0586,0.0586,0.149,0.79,117.362,334600,4
550,the eurythmics,would i lie to you?,spotify:track:35XHvdEvwKhEXe8OsPhPQd,0.57,0.785,2,-9.271,1,0.0364,0.00927,1.62e-05,0.26,0.546,133.162,255644,4
551,katrina & the waves,walking on sunshine,spotify:track:05wIrZSwuaVWhcv5FfqeH0,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,238733,4
552,ashford & simpson,solid,spotify:track:4sr4NdrPfds9Qfors9UkiO,0.814,0.474,0,-12.017,1,0.0309,0.27,8.16e-06,0.599,0.956,101.241,312000,4
553,the commodores,nightshift,spotify:track:23IK8TF2MSiLnuEjaYPfVV,0.727,0.559,8,-10.194,1,0.0392,0.62,0.0114,0.0629,0.393,105.06,306560,4
554,jan hammer,miami vice theme,spotify:track:1biP5gM7Le8S3E7GJEKgXC,0.571,0.924,7,-9.887,1,0.0385,0.547,0.896,0.432,0.854,115.431,147600,4
555,john cougar mellencamp,small town,spotify:track:2HsjJJL4DhPCzMlnaGv7ap,0.659,0.919,11,-2.658,1,0.0333,0.155,0.0054,0.312,0.631,123.135,221627,4
556,prince,raspberry beret,spotify:track:2I1W3hcSsPIsEJfD69pHrW,0.761,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0684,0.91,120.75,215173,4
557,debarge,rhythm of the night,spotify:track:5yGTQzYbEdY6B9RFZJypgt,0.707,0.759,11,-12.328,0,0.046,0.0769,2.84e-05,0.0775,0.955,115.142,229107,4
558,bruce springsteen,glory days,spotify:track:2Y90nL1ohB4sgYELDs7uNx,0.574,0.96,9,-4.906,1,0.032,0.0457,0,0.121,0.978,117.486,254733,4
559,the pointer sisters,neutron dance,spotify:track:3Uyxe1fbF4zWSEwy38qgMw,0.752,0.839,9,-6.879,1,0.0503,0.0236,0,0.263,0.864,104.794,253413,4
560,sade,the sweetest taboo,spotify:track:0sKfhhj6hYyJIXnTiZV9vf,0.752,0.823,10,-9.455,0,0.0447,0.128,0.0098,0.303,0.962,91.563,277373,4
561,madonna,angel,spotify:track:0Fs1UGXmuYfneTGV4BysHG,0.418,0.449,6,-9.113,1,0.059,0.483,0.000349,0.306,0.107,127.169,293499,4
562,jim diamond,i should have known better,spotify:track:5sxA9HV02XL3789HnLdldo,0.488,0.33,5,-13.301,1,0.0264,0.163,0.00074,0.104,0.178,78.363,248360,4
563,kate bush,running up that hill ,spotify:track:29d0nY7TzCoi22XBqDQkiP,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,300840,4
564,chicago,you're the inspiration,spotify:track:36lkJSDyMEZoWTqtRj8Q8q,0.583,0.602,11,-6.364,1,0.0274,0.368,0,0.22,0.388,74.008,229240,4
565,howard jones,things can only get better,spotify:track:1RbOObDFn7GOseR1w529Zj,0.752,0.743,7,-6.083,1,0.0331,0.0314,0.000117,0.128,0.832,108.254,235827,4
566,modern talking,cheri cheri lady,spotify:track:2aEuA8PSqLa17Y4hKPj5rr,0.677,0.616,10,-13.826,1,0.032,0.458,0.0132,0.349,0.851,114.223,226333,4
567,sting,if you love somebody set them free,spotify:track:5Xhqe9xu6bKRSqLj1mS1SB,0.627,0.849,9,-10.61,0,0.0309,0.137,0,0.319,0.817,125.058,256227,4
568,aretha franklin,freeway of love,spotify:track:0lpIVCLNQRBKffcRRNrHyh,0.688,0.899,2,-6.328,1,0.0734,0.242,5.55e-06,0.0223,0.833,126.509,352093,4
569,madonna,dress you up,spotify:track:4B2r9HXgUqRcPwUG3BYPlc,0.634,0.896,0,-3.073,0,0.0318,0.0298,0.0036,0.1,0.827,136.098,242240,4
570,tears for fears,head over heels,spotify:track:5lwQGZYF4BXOzFtXc5zk8q,0.623,0.739,7,-8.116,1,0.0244,0.338,1.88e-05,0.109,0.642,95.007,257316,4
571,julian lennon,too late for goodbyes,spotify:track:2SPU97neddixGZ3wCMLAwx,0.867,0.743,11,-8.229,0,0.0325,0.16,0.00365,0.0451,0.969,122.42,214645,4
572,dire straits,so far away,spotify:track:3pGBIgFdfdnjtHDJR4nbrR,0.689,0.463,4,-11.716,1,0.0285,0.249,0.18,0.0589,0.702,114.455,312133,4
573,david bowie & the pat metheny group,this is not america,spotify:track:1pFzHQNM9lv0Bq0X9MJjYC,0.721,0.665,8,-12.656,0,0.0392,0.324,0.0326,0.0697,0.695,115.164,231453,4
574,power station,some like it hot,spotify:track:3QyxB6fNUFNSLyjiwkycOY,0.732,0.893,2,-8.355,1,0.0488,0.0816,2.05e-05,0.0783,0.654,125.487,305467,4
575,arcadia,election day,spotify:track:638poNnWFgzt7UJBQ5SWtM,0.716,0.634,2,-9.332,1,0.0315,0.000557,7.29e-05,0.249,0.348,110.789,329107,4
576,talking heads,road to nowhere,spotify:track:5gS8whHdcpbkdz0qonQZF8,0.661,0.713,2,-7.825,1,0.0296,0.0361,2.27e-05,0.153,0.632,110.364,259107,4
577,mick jagger,just another night,spotify:track:4pVTneBibGa5HU7HzAOvY8,0.766,0.878,9,-4.862,0,0.0585,0.127,0.00391,0.102,0.833,132.011,315613,4
578,glenn frey,you belong to the city,spotify:track:0b8eSsBka9epA2J0wnPMax,0.669,0.703,4,-5.789,0,0.0299,0.06,0.00147,0.0623,0.436,109.48,352760,4
579,depeche mode,shake the disease,spotify:track:7L2iZa0yNoW8DSwCs2OAw3,0.618,0.373,2,-18.621,0,0.0296,0.443,0.00599,0.0995,0.649,117.038,285400,4
580,marillion,kayleigh,spotify:track:0r5Ju8WyodpXBHmg3f4zYf,0.585,0.567,2,-8.35,1,0.0263,0.247,0.0023,0.102,0.564,106.127,243560,4
581,animotion,obsession,spotify:track:3N7GqZMpZJW69Te1bfUTc3,0.673,0.613,7,-11.997,1,0.0799,0.00436,0.362,0.608,0.415,114.748,337267,4
582,freddie mercury,i was born to love you,spotify:track:6EF9h8oMckapErRYmLmmDT,0.58,0.607,8,-9.909,1,0.0346,0.00654,1.17e-05,0.39,0.375,139.446,219093,4
583,midge ure,if i was,spotify:track:1wXgh6i9LOQImff92FLnKe,0.518,0.831,0,-6.051,1,0.0764,0.0513,0,0.253,0.612,127.015,321373,4
584,corey hart,never surrender,spotify:track:5U5p472hgeXUKvh0d8RL4K,0.552,0.538,2,-11.085,1,0.0344,0.516,0,0.202,0.401,104.131,295000,4
585,king,love & pride,spotify:track:3oGcHyoXwBMIAXkgIzLoQn,0.708,0.611,9,-9.889,0,0.0378,0.0992,2.51e-05,0.0889,0.799,126.093,201387,4
586,david lee roth,california girls,spotify:track:4H3vuLX59XPqdtTpIesGyS,0.582,0.748,4,-5.93,1,0.0521,0.432,0,0.0707,0.433,115.13,171456,4
587,the thompson twins,lay your hands on me,spotify:track:2bfXIY8f38PYFStQRDVEPS,0.786,0.701,7,-11.938,1,0.033,0.117,5.5e-05,0.211,0.841,102.838,313107,4
588,bryan adams,run to you,spotify:track:2RWFncSWZEhSRRifqiDNVV,0.561,0.811,4,-6.157,1,0.0265,0.00515,3.6e-05,0.287,0.635,126.593,233270,4
589,whitney houston,you give good love,spotify:track:0t6DdFmFQhQYWhmfa5FJer,0.559,0.365,5,-13.654,1,0.0332,0.686,0,0.0771,0.534,74.802,277240,4
590,ready for the world,oh sheila,spotify:track:5PM96PMKMfD1lLX2lryUsG,0.798,0.577,0,-10.347,1,0.0777,0.0234,0.00112,0.0728,0.835,128.82,240093,4
591,falco,vienna calling,spotify:track:6tetorrFfVEwugqcgfwEm1,0.83,0.739,9,-10.051,0,0.0692,0.235,5.11e-06,0.211,0.962,131.568,250183,4
592,heart,never,spotify:track:0PFgeiQORt3eqq5OX7BxCc,0.578,0.572,8,-8.378,1,0.0971,0.767,0,0.111,0.326,151.384,229639,4
593,sister sledge,frankie,spotify:track:77urnYJkk6wlD8Xtn5jTKe,0.776,0.65,6,-9.836,1,0.079,0.65,0.00522,0.0608,0.949,165.679,256427,4
594,jack wagner,all i need,spotify:track:7LLBFAlUOE6rUHDePQL57a,0.475,0.375,9,-12.023,1,0.0282,0.468,0,0.162,0.166,140.277,209493,4
595,godley & creme,cry,spotify:track:3XfCNac1soQxgfNen0D0dN,0.555,0.457,9,-11.294,1,0.0271,0.494,0.126,0.116,0.345,99.06,236533,4
596,jermaine jackson,do what you do,spotify:track:6gmLSRnCGWaPeO64miR2Rr,0.573,0.462,1,-9.634,0,0.0256,0.448,0,0.232,0.399,112.682,252547,4
597,mary jane girls,in my house,spotify:track:11vItFXykyMe5BNKmItbo2,0.793,0.637,10,-11.037,0,0.0309,0.0155,0.219,0.0765,0.943,116.832,302200,4
598,dead or alive,lover come back to me,spotify:track:0KoG4SiY7FVLRkefUQof8I,0.613,0.975,7,-5.076,1,0.158,0.191,0.105,0.274,0.452,122.13,192227,4
599,kool & the gang,fresh,spotify:track:1mMYaXpT65iZDtvfRA9EkE,0.838,0.381,11,-16.867,0,0.0351,0.00912,0.0988,0.0364,0.95,117.708,266560,4
600,berlin,take my breath away,spotify:track:15MJ5NThPjj6xhPcts8MiY,0.497,0.719,6,-9.397,1,0.0266,0.0613,0,0.411,0.547,95.769,255733,4
601,dionne warwick & friends,that's what friends are for,spotify:track:1cOj24fUMnBSXhtp7waHVW,0.673,0.286,8,-14.643,1,0.0313,0.294,0,0.086,0.199,120.117,256467,4
602,falco,rock me amadeus,spotify:track:0DfG1ltJnZyq4Tx3ZLL7ZU,0.61,0.817,4,-9.45,0,0.133,0.296,0.00336,0.0884,0.89,176.735,202236,4
603,madonna,papa don't preach,spotify:track:6A8OnjnpShshNpcqWtZRjr,0.833,0.934,5,-3.243,0,0.0313,0.343,7.55e-06,0.0521,0.964,121.879,268533,4
604,the bangles,walk like an egyptian,spotify:track:1Jwc3ODLQxtbnS8M9TflSP,0.724,0.891,11,-7.818,1,0.0995,0.00344,4.72e-05,0.3,0.818,103.022,204707,4
605,the pet shop boys,west end girls,spotify:track:3aQ06wb25CWisjA91kqgB4,0.648,0.947,4,-6.617,0,0.0369,0.0114,0.0567,0.105,0.602,113.255,245360,4
606,peter gabriel,sledgehammer,spotify:track:4AUS8KNz7zX8XFu9L38GT0,0.641,0.682,8,-7.561,1,0.0392,0.044,0,0.0394,0.468,96.319,311986,4
607,chris de burgh,the lady in red,spotify:track:1GeNWyZtCHbcp3ZWp8GTOO,0.548,0.294,10,-17.112,1,0.0333,0.332,3.34e-06,0.0392,0.491,76.698,256173,4
608,billy ocean,"when the going gets tough, the tough get going",spotify:track:5UU5FbITNm5OunvHQdsKME,0.755,0.763,4,-6.318,1,0.0473,0.405,0,0.318,0.932,122.045,248000,4
609,prince,kiss,spotify:track:62LJFaYihsdVrrkgUOJC05,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240,4
610,europe,the final countdown,spotify:track:3MrRksHupTVEQ7YbA0FsZK,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333,4
611,whitney houston,greatest love of all,spotify:track:6yJxCltgtmGxIgKOS6ndnu,0.502,0.305,9,-16.011,1,0.0339,0.484,3.55e-06,0.117,0.248,131.242,291400,4
612,robert palmer,addicted to love,spotify:track:5izGeTxueiFX1UPFGohY9w,0.702,0.578,2,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,363640,4
613,madonna,live to tell,spotify:track:095MMFhB9qxPx2VsmvjnUs,0.652,0.521,2,-6.752,0,0.0256,0.263,0.0011,0.107,0.235,109.943,351920,4
614,bananarama,venus,spotify:track:4XX1pFUkQOZTYp6Hb6a6Ae,0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.91,126.113,229165,4
615,steve winwood,higher love,spotify:track:4ZExvJvQXPEeYzGU0N3THi,0.696,0.78,5,-12.159,1,0.0415,0.0427,0.149,0.298,0.954,98.699,351507,4
616,the bangles,manic monday,spotify:track:00vYs0qZA40Z8AAaN7xmMO,0.685,0.594,2,-10.906,1,0.0289,0.294,3.69e-06,0.358,0.853,121.761,184160,4
617,patti labelle & michael mcdonald,on my own,spotify:track:17mkZLc8jvqqHohCqZSa4i,0.702,0.507,5,-10.692,1,0.0254,0.0398,0.0223,0.0825,0.555,94.027,280653,4
618,peter cetera,glory of love,spotify:track:1eyq8cjUQ2daFthW2PC2GM,0.52,0.61,5,-7.935,1,0.0282,0.0805,2.95e-06,0.276,0.329,144.983,258333,4
619,madonna,true blue,spotify:track:7azOuDeJGbxt5mvq3GQHXp,0.798,0.909,11,-4.258,1,0.045,0.231,0,0.0502,0.866,117.947,257467,4
620,george michael,a different corner,spotify:track:6khoye7kysa6cLGY0AO9dO,0.266,0.287,6,-10.34,1,0.0333,0.857,0.00898,0.105,0.15,99.148,243533,4
621,cyndi lauper,true colors,spotify:track:2A6yzRGMgSQCUapR2ptm6A,0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.116,0.268,171.282,227600,4
622,mr mister,kyrie,spotify:track:5BXj1QDRU77J1ngVavG1tI,0.489,0.676,0,-8.769,1,0.0368,0.287,0,0.389,0.622,89.749,256960,4
623,samantha fox,touch me (i want your body),spotify:track:0z3WXu8NBUDOOLlLqFU6qT,0.63,0.84,9,-4.707,0,0.0383,0.162,7.06e-06,0.0887,0.537,104.882,225987,4
624,survivor,burning heart,spotify:track:2VN7uPrbryJ7nE2MXX3f9a,0.652,0.609,9,-9.684,0,0.028,0.298,8.79e-06,0.0573,0.646,98.125,230107,4
625,bruce hornsby & the range,the way it is,spotify:track:6qqODGz2Ob4Yt139qzN3NO,0.565,0.41,7,-11.024,1,0.0375,0.16,0.812,0.189,0.352,111.337,272949,4
626,lionel richie,dancing on the ceiling,spotify:track:0snPJPxkk0MbTc0xeUvAPt,0.698,0.774,0,-8.642,1,0.048,0.12,2.26e-06,0.394,0.731,133.197,270720,4
627,duran duran,notorious,spotify:track:4znkNgqRMCF12mY7EbklsA,0.815,0.626,0,-13.406,1,0.0553,0.504,1.41e-06,0.0372,0.825,106.47,258000,4
628,the human league,human,spotify:track:3gE2Af7Tgd1iZOO1xbTqoh,0.641,0.528,8,-11.11,1,0.0254,0.0666,0.000362,0.0729,0.524,101.399,229160,4
629,whitney houston,how will i know,spotify:track:5tdKaKLnC4SgtDZ6RlWeal,0.832,0.544,6,-12.697,1,0.0442,0.201,0.000139,0.632,0.928,119.49,275533,4
630,jefferson starship,sara,spotify:track:0AqvrInsI6ZJMjR4aIEvO5,0.641,0.806,10,-5.668,1,0.0336,0.347,1.14e-06,0.118,0.366,100.271,292800,4
631,run dmc & aerosmith,walk this way,spotify:track:5Yo42XpH1NL3cA5Y03A6aD,0.601,0.683,0,-9.551,1,0.0424,4.61e-06,0.946,0.0585,0.948,105.59,231616,4
632,a-ha,the sun always shines on tv,spotify:track:2wfpV9gUNaTN1gkct0RUNz,0.578,0.47,9,-7.973,0,0.0389,0.783,0.000141,0.699,0.403,119.605,267840,4
633,dire straits,walk of life,spotify:track:423o3ZHIaBtGXyhF1uH41a,0.461,0.936,4,-6.866,1,0.109,0.435,9.13e-05,0.124,0.804,172.404,252467,4
634,wham!,the edge of heaven,spotify:track:5AhRNIjYPBleR1lfHphcrE,0.493,0.665,9,-13.817,0,0.0424,0.117,0,0.159,0.877,152.644,270800,4
635,nu shooz,i can't wait,spotify:track:647q0KZHceDZTyLExHU0ue,0.785,0.844,7,-4.63,0,0.0574,0.166,0.002,0.0681,0.94,103.968,218827,4
636,huey lewis & the news,stuck with you,spotify:track:2cFl7utlqyZjCXN1G5nRvA,0.704,0.544,4,-11.402,0,0.026,0.0873,1.66e-05,0.041,0.628,120.717,269573,4
637, level 42,lessons in love,spotify:track:3EGI5qmVmGlfgy9BmNb1R8,0.709,0.839,7,-8.403,1,0.0367,0.159,0.00209,0.301,0.864,113.186,246013,4
638,simply red,holding back the years,spotify:track:1yg7fwwYmx9DQ2TdXUmfpJ,0.707,0.514,9,-8.885,0,0.0281,0.58,0.000159,0.0953,0.524,86.035,269840,4
639,billy ocean,there'll be sad songs (to make you cry),spotify:track:1mP8BJQBRZWjSQLVmxQEyG,0.563,0.458,0,-7.673,1,0.0305,0.748,0,0.103,0.259,79.738,292680,4
640,genesis,invisible touch,spotify:track:0xpBr84T3FTm9j4D1MdPtk,0.617,0.931,0,-6.845,1,0.0345,0.186,0.00166,0.171,0.849,131.014,208027,4
641,cameo,word up,spotify:track:7LoGfKBAaOl0nxhodJ1240,0.878,0.84,6,-13.105,0,0.064,0.0421,0.0035,0.053,0.882,116.222,260000,4
642,janet jackson,when i think of you,spotify:track:3mJ6pNcFM2CkykCYSREdKT,0.759,0.639,9,-11.386,1,0.0425,0.084,0.0331,0.0518,0.706,116.207,235493,4
643,wang chung,everybody have fun tonight,spotify:track:6qBSGvyUzqNQv8XtnzCr9n,0.728,0.619,9,-12.265,1,0.0379,0.0884,8.44e-05,0.039,0.747,128.845,287360,4
644,oran 'juice' jones,the rain,spotify:track:7FesdPPnPPE70f4Xyjv71H,0.729,0.769,0,-15.838,0,0.0471,0.0186,2.73e-05,0.335,0.844,109.148,309400,4
645,the communards,don't leave me this way,spotify:track:0ire4j2mcGovF5JA1D2cTp,0.64,0.926,3,-5.597,1,0.0322,0.135,2.04e-06,0.134,0.901,131.997,271067,4
646,glass tiger,don't forget me (when i'm gone),spotify:track:2G0ioyDyvIT1hu71VePzOL,0.588,0.831,9,-4.463,1,0.0295,0.101,0.00288,0.175,0.706,109.756,248200,4
647,cliff richard & the young ones,living doll,spotify:track:5ReusEyUcwP0DAxBK0maZr,0.72,0.648,9,-6.711,1,0.0297,0.177,0,0.0884,0.622,125.899,163507,4
648,tina turner,typical male,spotify:track:2fjJt3OQ8MPaZ3LMzAWiTA,0.762,0.745,1,-7.772,0,0.0407,0.0172,0.0137,0.0612,0.794,106.013,256827,4
649,janet jackson,what have you done for me lately,spotify:track:2SFq0UIiBWkBgky0fkrHP0,0.846,0.396,1,-12.408,1,0.0677,0.0157,0.0116,0.0656,0.841,114.045,299493,4
650,janet jackson,nasty,spotify:track:07OzC5JlcaDwEkzWmvqp6y,0.839,0.89,1,-11.697,0,0.0628,0.452,0.0224,0.0866,0.575,103.652,243133,4
651,miami sound machine,conga,spotify:track:3FdHgoJbH3DXNtGLh56pFu,0.789,0.656,2,-14.825,1,0.0474,0.168,0.0409,0.0311,0.865,122.237,254000,4
652,the pet shop boys,suburbia,spotify:track:4fZEunCCLG9cr2IQAsZj83,0.554,0.964,0,-5.008,1,0.0549,0.0481,0.00055,0.3,0.341,126.219,311000,4
653,james brown,living in america,spotify:track:4Y5yjzs9FFw5qIgfZBd43I,0.754,0.854,0,-7.114,1,0.0363,0.00148,0.00692,0.0675,0.761,113.908,282840,4
654,diana ross,chain reaction,spotify:track:3N3UmpRUvoZQrUREMen54e,0.806,0.6,11,-9.642,1,0.0329,0.091,0.000436,0.0836,0.756,127.814,227880,4
655,david bowie,absolute beginners,spotify:track:5PBFhuXB9tgBaP31nfbkS5,0.563,0.77,2,-8.672,1,0.0388,0.0712,0.125,0.205,0.43,114.229,337667,4
656,heart,these dreams,spotify:track:22wWxHGHRH8gZXNDXRgSqY,0.535,0.532,11,-9.865,1,0.0291,0.508,0,0.0868,0.3,79.106,254476,4
657,status quo,in the army now,spotify:track:6B0g7kIHu1QNIKRo4a8DLW,0.497,0.604,9,-5.881,0,0.0337,0.0759,0,0.0791,0.851,209.259,261973,4
658,bon jovi,you give love a bad name,spotify:track:0rmGAIH9LNJewFw7nKzZnc,0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,222707,4
659,mc miker g & dj sven,holiday rap,spotify:track:3mDY1udK5jkEhG5ySb3zU0,0.882,0.816,2,-6.967,1,0.0754,0.0384,0,0.0841,0.889,115.996,266275,4
660,eddie murphy,party all the time ,spotify:track:6N5DRCQUSXT1qQqmqsO92B,0.699,0.692,11,-13.045,1,0.0456,0.00979,0.000326,0.0427,0.677,135.03,253293,4
661,atlantic starr,secret lovers,spotify:track:4nKPgKXfFiPW7cNex5oDtt,0.339,0.379,0,-15.08,1,0.0528,0.653,3.56e-06,0.219,0.429,74.142,330667,4
662,boris gardiner,i want to wake up with you,spotify:track:24WQvfKUCLKN1z0AcnNCc7,0.712,0.323,3,-17.612,1,0.0444,0.721,8.39e-06,0.112,0.73,81.527,241760,4
663,orchestral manoeuvres in the dark,if you leave,spotify:track:05oFyvdztPdpwSwpoclD4c,0.635,0.684,0,-11.687,1,0.0329,0.088,0.156,0.0755,0.892,120.269,268547,4
664,miami sound machine,bad boy,spotify:track:5AM6VOkN7ficA2O04f5JG1,0.627,0.455,0,-16.185,0,0.0806,0.0475,0.0543,0.0432,0.858,181.498,235507,4
665,belinda carlisle,mad about you,spotify:track:3XGDOjfpQfZ3Bxu1um26HI,0.596,0.655,9,-9.531,1,0.0351,0.00572,0.000151,0.0647,0.512,143.797,218227,4
666,level 42,something about you,spotify:track:2uXewDKMktNkkMfotqSxN6,0.707,0.568,6,-13.52,0,0.0291,0.0319,0.0298,0.055,0.877,105.326,223440,4
667,kenny loggins,danger zone,spotify:track:34x6hEJgGAOQvmlMql5Ige,0.544,0.897,3,-6.056,0,0.0471,0.241,0,0.13,0.647,157.17,215133,4
668,klymaxx,i miss you,spotify:track:3d6UefBBvhqHxJLZdm8scF,0.553,0.345,5,-18.267,1,0.0342,0.499,0,0.252,0.305,139.562,333267,4
669,michael mcdonald,sweet freedom,spotify:track:4ZsYF5rjUXIwds6KNimPRo,0.778,0.625,0,-12.031,0,0.0402,0.106,0.0166,0.0678,0.962,114.863,459907,4
670,modern talking,brother louie,spotify:track:5zWZ9iNevP0397xB3jWV2z,0.783,0.836,0,-9.223,0,0.0486,0.396,0.0236,0.135,0.831,108.966,222667,4
671,boston,amanda,spotify:track:4gpext9x0CbdD9NWaa4nDj,0.449,0.424,7,-14.06,1,0.0323,0.32,1.69e-06,0.107,0.259,125.494,256200,4
672,peter cetera & amy grant,the next time i fall,spotify:track:7oS2Ms9HR6tjLMhjSWyu3V,0.656,0.427,8,-12.011,1,0.0308,0.0534,0.311,0.732,0.304,117.858,215280,4
673,van halen,why can't this be love?,spotify:track:0TaT50ZZxT4ytZxuqkE3A9,0.531,0.626,0,-13.371,1,0.0452,0.0606,0,0.0767,0.746,88.236,227693,4
674,stacey q,two of hearts,spotify:track:2dURQIBrw3XcHyVZlfdpC1,0.852,0.523,5,-6.716,0,0.032,0.0833,0,0.106,0.65,130.154,237533,4
675,sly fox,let's go all the way,spotify:track:6eLDMmVI7HF7W56cOrJj00,0.633,0.714,5,-13.574,1,0.0325,0.193,0.000307,0.296,0.865,98.149,239107,4
676,double,the captain of her heart,spotify:track:5EwltLwI9hRLyiTUAjMsQ6,0.671,0.641,8,-9.488,1,0.0241,0.648,0.000346,0.118,0.385,96.281,274617,4
677,the rolling stones,harlem shuffle,spotify:track:2StkuotzPgX5FpSjMpTvlw,0.742,0.94,2,-3.485,1,0.0756,0.0866,0.0279,0.319,0.782,121.747,204427,4
678,mel & kim,showing out (get fresh at the weekend),spotify:track:5hVUbtzEMl8BLwZCG0ZMtD,0.703,0.838,4,-11.782,0,0.0638,0.00613,0.0129,0.137,0.767,119.771,214867,4
679,mike & the mechanics,all i need is a miracle,spotify:track:1VKXBgsRK7lWDSVbfANlf3,0.602,0.774,0,-13.083,1,0.0338,0.0312,5.68e-05,0.0497,0.971,135.125,252427,4
680,modern talking,atlantis is calling (s.o.s. for love),spotify:track:53PlbcGzLTx65vjaS6tG0N,0.707,0.64,3,-11.674,0,0.0371,0.214,0.000247,0.0624,0.731,113.448,230000,4
681,inxs,what you need,spotify:track:04EnF5C2HvYZfGu64Bng7I,0.685,0.827,11,-6.045,1,0.0546,0.0238,0.0159,0.328,0.477,116.085,214000,4
682,timex social club,rumors,spotify:track:4yCmtYi6veZS3FcH9lp4O7,0.873,0.754,8,-6.286,1,0.0496,0.0377,0,0.053,0.556,106.33,288554,4
683,sheila e,a love bizarre,spotify:track:5R6ol4f8WCUCWNrB7Ymf99,0.768,0.612,1,-13.381,1,0.0454,0.0217,0.0239,0.0513,0.878,113.798,738053,4
684,paul simon,you can call me al,spotify:track:0qxYx4F3vm1AOnfux6dDxP,0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433,280000,4
685,el debarge,who's johnny,spotify:track:02RbmzVSbkxJVIqMNx47uY,0.675,0.704,0,-11.552,0,0.048,0.284,0.00273,0.104,0.802,110.675,248467,4
686, doctor & the medics,spirit in the sky,spotify:track:097Tr8QiDLiTQlEoLI96AP,0.619,0.546,11,-10.206,0,0.042,0.0192,0,0.0676,0.479,120.675,208106,4
687,new order,bizarre love triangle,spotify:track:6wVViUl2xSRoDK2T7dMZbR,0.613,0.885,10,-7.463,1,0.052,0.0804,0.746,0.0997,0.919,118.506,263213,4
688,bronski beat,hit that perfect beat,spotify:track:3tt7RFFroussjjtoksGJpE,0.695,0.836,0,-12.965,1,0.0395,0.00611,0,0.167,0.629,139.825,219733,4
689,jermaine stewart,we don't have to take our clothes off,spotify:track:7o9KG7iQY8KACz7PZXYpyv,0.816,0.707,6,-8.601,0,0.0363,0.0244,0.000142,0.0469,0.922,123.084,293240,4
690,falco,jeanny part i,spotify:track:5xd7OtIlyuJO8LtEITMICA,0.661,0.315,9,-13.629,0,0.0313,0.217,0.324,0.379,0.38,106.792,357453,4
691,the pretenders,don't get me wrong,spotify:track:6Wiamk8BAAP50gAAJopsy2,0.46,0.932,0,-6.264,1,0.0468,0.139,0.00504,0.114,0.849,203.617,227463,4
692,boys don't cry,i wanna be a cowboy,spotify:track:38mEFmht9K7UcpHvS9vtJG,0.749,0.626,0,-12.426,1,0.0393,0.0115,0.567,0.0558,0.77,142.565,366133,4
